Date,open,high,low,close,volume
2023-12-01 10:30:00-05:00,190.05999755859375,190.99000549316406,189.9199981689453,190.83009338378906,5955415.0
2023-12-01 11:30:00-05:00,190.83999633789062,191.4501953125,190.60000610351562,191.44500732421875,5188633.0
2023-12-01 12:30:00-05:00,191.44000244140625,191.55999755859375,191.0399932861328,191.05999755859375,3380700.0
2023-12-01 13:30:00-05:00,191.0500030517578,191.2899932861328,190.82009887695312,191.27870178222656,3259102.0
2023-12-01 14:30:00-05:00,191.27999877929688,191.33999633789062,190.9199981689453,191.1199951171875,3998274.0
2023-12-01 15:30:00-05:00,191.12240600585938,191.3800048828125,190.88160705566406,191.25999450683594,5182498.0
2023-12-01 16:00:00-05:00,191.25,191.34,190.78,191.15,0.0
2023-12-01 17:00:00-05:00,191.14,202.41412,191.06,191.3,0.0
2023-12-01 18:00:00-05:00,191.327,191.33,191.05,191.21,0.0
2023-12-04 04:00:00-05:00,191.1,191.1,190.11,190.26,0.0
2023-12-04 05:00:00-05:00,190.24,190.42,190.23,190.34,0.0
2023-12-04 06:00:00-05:00,190.36,190.41,190.08,190.25,0.0
2023-12-04 07:00:00-05:00,190.25,190.34,189.78,189.97,0.0
2023-12-04 08:00:00-05:00,189.97,191.24,189.8,190.11,0.0
2023-12-04 09:00:00-05:00,190.09,190.12,189.76,189.81,0.0
2023-12-04 09:30:00-05:00,189.8249969482422,190.0,188.08999633789062,188.16000366210938,10608539.0
2023-12-04 10:30:00-05:00,188.16000366210938,188.27999877929688,187.4510955810547,187.97000122070312,6707290.0
2023-12-04 11:30:00-05:00,187.9600067138672,188.57000732421875,187.8350067138672,188.45419311523438,3813425.0
2023-12-04 12:30:00-05:00,188.4600067138672,188.80999755859375,188.4199981689453,188.54989624023438,2820690.0
2023-12-04 13:30:00-05:00,188.5449981689453,188.96499633789062,188.49000549316406,188.85000610351562,2892130.0
2023-12-04 14:30:00-05:00,188.83999633789062,189.1300048828125,188.72000122070312,189.05999755859375,3402787.0
2023-12-04 15:30:00-05:00,189.06500244140625,189.66000366210938,188.97999572753906,189.4499969482422,5548831.0
2023-12-04 16:00:00-05:00,189.43,191.975,189.02,189.16,0.0
2023-12-04 17:00:00-05:00,189.175,189.83,189.12,189.13,0.0
2023-12-04 18:00:00-05:00,189.22,196.0125,176.2884,189.05,0.0
2023-12-05 04:00:00-05:00,188.5,189.54,188.33,188.86,0.0
2023-12-05 05:00:00-05:00,188.88,188.88,187.97,188.58,0.0
2023-12-05 06:00:00-05:00,188.59,188.86,188.39,188.7,0.0
2023-12-05 07:00:00-05:00,188.71,189.32,188.55,189.16,0.0
2023-12-05 08:00:00-05:00,189.13,190.5,188.0119,190.34,0.0
2023-12-05 09:00:00-05:00,190.31,190.49,189.64,189.95,0.0
2023-12-05 09:30:00-05:00,190.2100067138672,194.30999755859375,190.17999267578125,193.58999633789062,22073030.0
2023-12-05 10:30:00-05:00,193.5845947265625,194.39999389648438,193.47000122070312,193.55999755859375,8331133.0
2023-12-05 11:30:00-05:00,193.55999755859375,193.8000030517578,192.6199951171875,193.75999450683594,6074350.0
2023-12-05 12:30:00-05:00,193.77000427246094,193.8300018310547,192.9499969482422,193.13999938964844,4164417.0
2023-12-05 13:30:00-05:00,193.14500427246094,193.30999755859375,192.75,192.99000549316406,5223621.0
2023-12-05 14:30:00-05:00,193.0,193.47000122070312,192.77000427246094,193.1916961669922,4787623.0
2023-12-05 15:30:00-05:00,193.19500732421875,193.5399932861328,192.8699951171875,193.5,6418486.0
2023-12-05 16:00:00-05:00,193.5,193.51,193.31,193.4,0.0
2023-12-05 17:00:00-05:00,193.41,200.51308,188.15,193.235,0.0
2023-12-05 18:00:00-05:00,193.22,193.42,192.89,193.33,0.0
2023-12-06 04:00:00-05:00,193.42,193.94,193.42,193.73,0.0
2023-12-06 05:00:00-05:00,193.7,193.78,193.49,193.68,0.0
2023-12-06 06:00:00-05:00,193.65,193.75,193.4,193.46,0.0
2023-12-06 07:00:00-05:00,193.44,193.55,193.22,193.41,0.0
2023-12-06 08:00:00-05:00,193.41,193.93,193.2,193.68,0.0
2023-12-06 09:00:00-05:00,193.66,194.33,193.66,194.145,0.0
2023-12-06 09:30:00-05:00,194.4499969482422,194.75999450683594,192.2050018310547,192.4199981689453,11260893.0
2023-12-06 10:30:00-05:00,192.4199981689453,193.33999633789062,192.360107421875,193.09500122070312,4374474.0
2023-12-06 11:30:00-05:00,193.10000610351562,193.1300048828125,192.47000122070312,192.8300018310547,3252326.0
2023-12-06 12:30:00-05:00,192.83999633789062,192.97999572753906,192.3699951171875,192.90589904785156,3389634.0
2023-12-06 13:30:00-05:00,192.91000366210938,193.23500061035156,192.74000549316406,192.77999877929688,2713794.0
2023-12-06 14:30:00-05:00,192.77999877929688,193.0500030517578,192.33999633789062,192.42599487304688,3147189.0
2023-12-06 15:30:00-05:00,192.42999267578125,192.55999755859375,192.11000061035156,192.30999755859375,5184527.0
2023-12-06 16:00:00-05:00,192.32,197.11,192.21,192.255,0.0
2023-12-06 17:00:00-05:00,192.27,192.38,182.14407,192.22,0.0
2023-12-06 18:00:00-05:00,192.255,192.32,192.2,192.22,0.0
2023-12-07 04:00:00-05:00,192.1,192.28,191.8,192.14,0.0
2023-12-07 05:00:00-05:00,192.13,192.44,192.12,192.37,0.0
2023-12-07 06:00:00-05:00,192.38,192.4,192.12,192.32,0.0
2023-12-07 07:00:00-05:00,192.38,192.43,192.17,192.38,0.0
2023-12-07 08:00:00-05:00,192.38,192.7,191.8195,192.6452,0.0
2023-12-07 09:00:00-05:00,192.65,194.65,192.5,193.14,0.0
2023-12-07 09:30:00-05:00,193.6300048828125,194.9199981689453,193.58999633789062,194.72500610351562,11958910.0
2023-12-07 10:30:00-05:00,194.72500610351562,194.97999572753906,194.02000427246094,194.3000030517578,5216520.0
2023-12-07 11:30:00-05:00,194.2899932861328,195.0,194.21499633789062,194.94000244140625,4611066.0
2023-12-07 12:30:00-05:00,194.94000244140625,194.97000122070312,194.31309509277344,194.42999267578125,4481336.0
2023-12-07 13:30:00-05:00,194.42999267578125,194.52999877929688,194.1699981689453,194.47000122070312,3233037.0
2023-12-07 14:30:00-05:00,194.47000122070312,194.47500610351562,194.1199951171875,194.1699981689453,3026122.0
2023-12-07 15:30:00-05:00,194.1699981689453,194.35000610351562,194.00999450683594,194.24000549316406,4479168.0
2023-12-07 16:00:00-05:00,194.24,194.29,192.31,193.98,0.0
2023-12-07 17:00:00-05:00,193.98,198.0243,189.9224,194.09,0.0
2023-12-07 18:00:00-05:00,194.115,194.27,194.05,194.095,0.0
2023-12-08 04:00:00-05:00,194.08,194.18,193.88,194.13,0.0
2023-12-08 05:00:00-05:00,194.13,194.3,194.1,194.22,0.0
2023-12-08 06:00:00-05:00,194.2,194.35,194.16,194.23,0.0
2023-12-08 07:00:00-05:00,194.23,194.29,193.77,193.94,0.0
2023-12-08 08:00:00-05:00,193.97,194.5,193.65,193.9,0.0
2023-12-08 09:00:00-05:00,193.98,194.45,193.44,194.09,0.0
2023-12-08 09:30:00-05:00,194.1999969482422,195.0,193.6699981689453,194.64990234375,11185810.0
2023-12-08 10:30:00-05:00,194.64999389648438,195.0,194.17999267578125,194.75999450683594,5158425.0
2023-12-08 11:30:00-05:00,194.75999450683594,195.19000244140625,194.27099609375,195.10000610351562,5398492.0
2023-12-08 12:30:00-05:00,195.09930419921875,195.36000061035156,194.9199981689453,195.24000549316406,4520094.0
2023-12-08 13:30:00-05:00,195.24000549316406,195.72000122070312,195.15499877929688,195.71499633789062,3904469.0
2023-12-08 14:30:00-05:00,195.71499633789062,195.97999572753906,195.41000366210938,195.74000549316406,5640599.0
2023-12-08 15:30:00-05:00,195.73500061035156,195.99000549316406,195.6199951171875,195.72000122070312,5190666.0
2023-12-08 16:00:00-05:00,195.72,195.77,194.1,195.69,0.0
2023-12-08 17:00:00-05:00,195.68,206.34729,166.89,195.73,0.0
2023-12-08 18:00:00-05:00,195.74,195.74,195.65,195.71,0.0
2023-12-11 04:00:00-05:00,195.3,195.3,194.92,194.97,0.0
2023-12-11 05:00:00-05:00,194.97,195.0,194.76,194.77,0.0
2023-12-11 06:00:00-05:00,194.77,194.83,194.4,194.5,0.0
2023-12-11 07:00:00-05:00,194.5,195.5,194.47,195.29,0.0
2023-12-11 08:00:00-05:00,195.29,195.5,194.39,194.85,0.0
2023-12-11 09:00:00-05:00,194.84,195.19,194.75,195.11,0.0
2023-12-11 09:30:00-05:00,193.218994140625,193.41000366210938,192.02000427246094,192.11000061035156,18453650.0
2023-12-11 10:30:00-05:00,192.1199951171875,192.42999267578125,191.4199981689453,191.80999755859375,9504078.0
2023-12-11 11:30:00-05:00,191.80999755859375,192.38999938964844,191.49000549316406,192.10000610351562,4471150.0
2023-12-11 12:30:00-05:00,192.10989379882812,192.58999633789062,192.05999755859375,192.4550018310547,3798928.0
2023-12-11 13:30:00-05:00,192.47000122070312,192.97000122070312,192.47000122070312,192.7917938232422,3897170.0
2023-12-11 14:30:00-05:00,192.7949981689453,193.125,192.75,192.8699951171875,4731090.0
2023-12-11 15:30:00-05:00,192.8699951171875,193.30999755859375,192.8300018310547,193.17999267578125,5215874.0
2023-12-11 16:00:00-05:00,193.19,193.26,192.6971,193.21,0.0
2023-12-11 17:00:00-05:00,193.21,203.89212,185.77151,193.13,0.0
2023-12-11 18:00:00-05:00,193.09,193.2,193.0,193.19,0.0
2023-12-12 04:00:00-05:00,193.34,193.42,193.07,193.26,0.0
2023-12-12 05:00:00-05:00,193.27,193.27,192.55,192.63,0.0
2023-12-12 06:00:00-05:00,192.61,192.89,192.2,192.75,0.0
2023-12-12 07:00:00-05:00,192.75,192.95,192.6,192.85,0.0
2023-12-12 08:00:00-05:00,192.9,193.48,192.4838,193.25,0.0
2023-12-12 09:00:00-05:00,193.0,198.48,192.21,192.65,0.0
2023-12-12 09:30:00-05:00,193.0800018310547,193.38999938964844,191.7209930419922,192.8350067138672,11344243.0
2023-12-12 10:30:00-05:00,192.83999633789062,193.6199951171875,192.7550048828125,193.24000549316406,5934316.0
2023-12-12 11:30:00-05:00,193.25,193.49989318847656,193.07000732421875,193.46580505371094,3481895.0
2023-12-12 12:30:00-05:00,193.47999572753906,193.80999755859375,193.25999450683594,193.66000366210938,4224679.0
2023-12-12 13:30:00-05:00,193.6699981689453,194.3300018310547,193.6300048828125,194.22000122070312,4270270.0
2023-12-12 14:30:00-05:00,194.22000122070312,194.55999755859375,194.14500427246094,194.38499450683594,4304737.0
2023-12-12 15:30:00-05:00,194.3800048828125,194.72000122070312,194.2100067138672,194.6699981689453,5381974.0
2023-12-12 16:00:00-05:00,194.67,194.8,193.18,194.72,0.0
2023-12-12 17:00:00-05:00,194.73,203.1658,184.12721,194.67,0.0
2023-12-12 18:00:00-05:00,194.65,194.79,194.65,194.765,0.0
2023-12-13 04:00:00-05:00,194.65,194.82,194.51,194.73,0.0
2023-12-13 05:00:00-05:00,194.7,194.77,194.39,194.49,0.0
2023-12-13 06:00:00-05:00,194.42,194.66,194.39,194.53,0.0
2023-12-13 07:00:00-05:00,194.59,195.4,194.53,195.05,0.0
2023-12-13 08:00:00-05:00,195.07,195.83,194.3943,195.78,0.0
2023-12-13 09:00:00-05:00,195.78,196.19,186.7343,195.93,0.0
2023-12-13 09:30:00-05:00,195.08999633789062,196.6300048828125,194.85000610351562,196.5200958251953,12404139.0
2023-12-13 10:30:00-05:00,196.52499389648438,196.73809814453125,195.64999389648438,195.9600067138672,6786044.0
2023-12-13 11:30:00-05:00,195.96499633789062,196.27999877929688,195.69500732421875,195.77000427246094,4074995.0
2023-12-13 12:30:00-05:00,195.76629638671875,196.6199951171875,195.47999572753906,196.55499267578125,4814751.0
2023-12-13 13:30:00-05:00,196.55499267578125,197.4499969482422,196.42999267578125,197.29750061035156,9131091.0
2023-12-13 14:30:00-05:00,197.2949981689453,198.0,196.57000732421875,196.97500610351562,10813120.0
2023-12-13 15:30:00-05:00,196.97500610351562,197.88999938964844,196.6699981689453,197.8699951171875,8132395.0
2023-12-13 16:00:00-05:00,197.88,197.98,197.51,197.86,0.0
2023-12-13 17:00:00-05:00,197.865,198.25,187.77512,198.14,0.0
2023-12-13 18:00:00-05:00,198.1,198.17,197.71,197.88,0.0
2023-12-14 04:00:00-05:00,198.39,198.7,197.91,197.96,0.0
2023-12-14 05:00:00-05:00,197.96,198.19,197.8,198.17,0.0
2023-12-14 06:00:00-05:00,198.17,198.28,197.83,197.83,0.0
2023-12-14 07:00:00-05:00,197.83,198.15,197.7,198.02,0.0
2023-12-14 08:00:00-05:00,198.05,199.0,197.7067,198.09,0.0
2023-12-14 09:00:00-05:00,198.09,198.825,196.26,198.125,0.0
2023-12-14 09:30:00-05:00,198.67999267578125,199.6199951171875,198.58999633789062,198.7899932861328,18480165.0
2023-12-14 10:30:00-05:00,198.8000030517578,199.38499450683594,198.14500427246094,198.36000061035156,9432288.0
2023-12-14 11:30:00-05:00,198.35499572753906,198.55999755859375,197.58999633789062,198.39999389648438,5791822.0
2023-12-14 12:30:00-05:00,198.38999938964844,198.55999755859375,196.71499633789062,196.85499572753906,5584658.0
2023-12-14 13:30:00-05:00,196.85000610351562,197.89999389648438,196.16000366210938,197.89500427246094,4865005.0
2023-12-14 14:30:00-05:00,197.89500427246094,198.07989501953125,197.23500061035156,197.91009521484375,5349291.0
2023-12-14 15:30:00-05:00,197.91000366210938,198.16000366210938,197.55999755859375,198.13999938964844,7132229.0
2023-12-14 16:00:00-05:00,198.11,198.7857,197.85,198.0,0.0
2023-12-14 17:00:00-05:00,197.98,198.11,197.81,197.91,0.0
2023-12-14 18:00:00-05:00,197.92,198.08,197.8,197.92,0.0
2023-12-15 04:00:00-05:00,198.1,198.45,198.1,198.27,0.0
2023-12-15 05:00:00-05:00,198.24,198.37,198.22,198.27,0.0
2023-12-15 06:00:00-05:00,198.27,198.29,198.16,198.28,0.0
2023-12-15 07:00:00-05:00,198.28,198.34,198.05,198.1,0.0
2023-12-15 08:00:00-05:00,198.1,198.88,197.4,198.06,0.0
2023-12-15 09:00:00-05:00,198.07,199.365,197.8,198.46,0.0
2023-12-15 09:30:00-05:00,197.75,198.39990234375,197.0800018310547,198.02999877929688,27708449.0
2023-12-15 10:30:00-05:00,198.0399932861328,198.15899658203125,197.35000610351562,197.625,6069219.0
2023-12-15 11:30:00-05:00,197.6300048828125,198.02000427246094,197.53500366210938,197.72999572753906,4016473.0
2023-12-15 12:30:00-05:00,197.74000549316406,197.74000549316406,197.10000610351562,197.375,4909415.0
2023-12-15 13:30:00-05:00,197.3800048828125,197.6649932861328,197.02000427246094,197.27000427246094,4612469.0
2023-12-15 14:30:00-05:00,197.2908935546875,198.08999633789062,197.27999877929688,197.99000549316406,3896083.0
2023-12-15 15:30:00-05:00,197.99400329589844,198.1999969482422,197.0,197.1199951171875,9086193.0
2023-12-15 16:00:00-05:00,197.57,198.01,195.8,196.465,0.0
2023-12-15 17:00:00-05:00,196.48,202.41408,189.255,196.5,0.0
2023-12-15 18:00:00-05:00,196.465,197.57,196.37,196.62,0.0
2023-12-18 04:00:00-05:00,196.6,196.6,195.83,196.05,0.0
2023-12-18 05:00:00-05:00,196.05,196.15,195.5,196.04,0.0
2023-12-18 06:00:00-05:00,196.05,196.2,195.91,196.05,0.0
2023-12-18 07:00:00-05:00,196.05,196.45,196.03,196.35,0.0
2023-12-18 08:00:00-05:00,196.32,196.5786,193.5,196.31,0.0
2023-12-18 09:00:00-05:00,196.38,197.905,195.66,195.93,0.0
2023-12-18 09:30:00-05:00,196.08999633789062,196.6300048828125,194.41000366210938,195.36500549316406,16633548.0
2023-12-18 10:30:00-05:00,195.36000061035156,195.52499389648438,194.6199951171875,194.92999267578125,6011735.0
2023-12-18 11:30:00-05:00,194.92999267578125,195.35000610351562,194.69500732421875,195.25010681152344,4447711.0
2023-12-18 12:30:00-05:00,195.25,196.16329956054688,195.15499877929688,196.14500427246094,3772276.0
2023-12-18 13:30:00-05:00,196.14999389648438,196.47999572753906,195.9949951171875,196.20989990234375,3900936.0
2023-12-18 14:30:00-05:00,196.2100067138672,196.4499969482422,196.10000610351562,196.1999969482422,3915676.0
2023-12-18 15:30:00-05:00,196.2100067138672,196.44000244140625,195.77999877929688,195.8623046875,5129751.0
2023-12-18 16:00:00-05:00,195.89,195.9207,193.42,195.82,0.0
2023-12-18 17:00:00-05:00,195.8,207.0541,189.5065,195.75,0.0
2023-12-18 18:00:00-05:00,195.7499,195.89,195.68,195.84,0.0
2023-12-19 04:00:00-05:00,195.58,196.14,195.32,196.05,0.0
2023-12-19 05:00:00-05:00,196.05,196.08,195.8,195.81,0.0
2023-12-19 06:00:00-05:00,195.81,195.93,195.75,195.93,0.0
2023-12-19 07:00:00-05:00,195.9,196.38,195.87,196.04,0.0
2023-12-19 08:00:00-05:00,196.04,197.02,195.5,196.7507,0.0
2023-12-19 09:00:00-05:00,196.76,196.84,196.3,196.34,0.0
2023-12-19 09:30:00-05:00,196.16000366210938,196.65499877929688,195.88999938964844,196.5399932861328,9236022.0
2023-12-19 10:30:00-05:00,196.5500030517578,196.9499969482422,196.27749633789062,196.60000610351562,4831194.0
2023-12-19 11:30:00-05:00,196.59500122070312,196.74000549316406,195.97000122070312,196.22999572753906,3463432.0
2023-12-19 12:30:00-05:00,196.22999572753906,196.3300018310547,195.97000122070312,196.2449951171875,2379955.0
2023-12-19 13:30:00-05:00,196.25,196.2899932861328,195.99000549316406,196.07000732421875,2263009.0
2023-12-19 14:30:00-05:00,196.0800018310547,196.47000122070312,195.97999572753906,196.4499969482422,2992125.0
2023-12-19 15:30:00-05:00,196.4499969482422,196.9499969482422,196.3249969482422,196.92999267578125,4003318.0
2023-12-19 16:00:00-05:00,196.93,197.0,195.89,196.815,0.0
2023-12-19 17:00:00-05:00,196.815,200.51308,192.1885,196.84,0.0
2023-12-19 18:00:00-05:00,196.83,196.88,196.71,196.78,0.0
2023-12-20 04:00:00-05:00,196.9,196.9,195.69,196.0,0.0
2023-12-20 05:00:00-05:00,195.98,195.99,195.58,195.86,0.0
2023-12-20 06:00:00-05:00,195.8,196.11,195.8,196.06,0.0
2023-12-20 07:00:00-05:00,196.1,196.3,195.86,196.11,0.0
2023-12-20 08:00:00-05:00,196.1,196.94,195.6,196.145,0.0
2023-12-20 09:00:00-05:00,196.15,197.23,195.89,196.12,0.0
2023-12-20 09:30:00-05:00,196.92999267578125,197.67999267578125,196.69000244140625,197.38499450683594,9234134.0
2023-12-20 10:30:00-05:00,197.38499450683594,197.59500122070312,197.13999938964844,197.22999572753906,4183100.0
2023-12-20 11:30:00-05:00,197.22999572753906,197.44000244140625,197.00999450683594,197.35830688476562,3204045.0
2023-12-20 12:30:00-05:00,197.35000610351562,197.45260620117188,197.2230987548828,197.39999389648438,2564829.0
2023-12-20 13:30:00-05:00,197.41000366210938,197.57000732421875,197.11500549316406,197.18499755859375,3246347.0
2023-12-20 14:30:00-05:00,197.19000244140625,197.23500061035156,195.16000366210938,195.1999969482422,8708764.0
2023-12-20 15:30:00-05:00,195.2100067138672,195.75,194.83999633789062,194.83999633789062,7046047.0
2023-12-20 16:00:00-05:00,194.85,195.373,194.76,195.33,0.0
2023-12-20 17:00:00-05:00,195.33,206.9604,182.144,195.35,0.0
2023-12-20 18:00:00-05:00,195.33,195.47,194.83,195.35,0.0
2023-12-21 04:00:00-05:00,195.58,196.14,195.3,196.06,0.0
2023-12-21 05:00:00-05:00,196.06,196.09,195.77,195.86,0.0
2023-12-21 06:00:00-05:00,195.83,196.0,195.71,195.87,0.0
2023-12-21 07:00:00-05:00,195.87,195.99,195.8,195.95,0.0
2023-12-21 08:00:00-05:00,195.94,196.09,195.58,195.7,0.0
2023-12-21 09:00:00-05:00,195.7,196.5,195.5,196.24,0.0
2023-12-21 09:30:00-05:00,196.10000610351562,197.0800018310547,194.82000732421875,195.12969970703125,9854488.0
2023-12-21 10:30:00-05:00,195.1300048828125,195.1999969482422,194.2899932861328,194.86000061035156,5694052.0
2023-12-21 11:30:00-05:00,194.86000061035156,194.97000122070312,193.91000366210938,194.0399932861328,4574715.0
2023-12-21 12:30:00-05:00,194.0500030517578,194.25999450683594,193.5,194.05999755859375,4316193.0
2023-12-21 13:30:00-05:00,194.07000732421875,194.24000549316406,193.77000427246094,194.0,3625960.0
2023-12-21 14:30:00-05:00,193.9949951171875,194.4199981689453,193.75999450683594,194.4051055908203,4415883.0
2023-12-21 15:30:00-05:00,194.41000366210938,194.97999572753906,194.3321075439453,194.67999267578125,5015136.0
2023-12-21 16:00:00-05:00,194.68,196.985,194.0327,194.88,0.0
2023-12-21 17:00:00-05:00,194.84,198.0243,189.9224,194.8,0.0
2023-12-21 18:00:00-05:00,194.79,194.79,194.58,194.62,0.0
2023-12-22 04:00:00-05:00,194.3,194.65,193.84,194.23,0.0
2023-12-22 05:00:00-05:00,194.24,194.44,194.14,194.39,0.0
2023-12-22 06:00:00-05:00,194.39,194.71,194.3,194.66,0.0
2023-12-22 07:00:00-05:00,194.66,194.97,194.56,194.96,0.0
2023-12-22 08:00:00-05:00,194.97,195.12,193.9017,194.98,0.0
2023-12-22 09:00:00-05:00,195.015,196.01,194.63,195.125,0.0
2023-12-22 09:30:00-05:00,195.17999267578125,195.41000366210938,194.4250030517578,194.6649932861328,7689027.0
2023-12-22 10:30:00-05:00,194.6649932861328,194.74119567871094,194.00999450683594,194.1750030517578,4730474.0
2023-12-22 11:30:00-05:00,194.1699981689453,194.35000610351562,193.83999633789062,194.0500030517578,3433322.0
2023-12-22 12:30:00-05:00,194.05999755859375,194.4600067138672,193.9499969482422,194.1300048828125,3020351.0
2023-12-22 13:30:00-05:00,194.125,194.2949981689453,193.0800018310547,193.1195068359375,3592914.0
2023-12-22 14:30:00-05:00,193.11500549316406,193.97999572753906,192.97000122070312,193.97999572753906,4274216.0
2023-12-22 15:30:00-05:00,193.97500610351562,193.99000549316406,193.48500061035156,193.52999877929688,4377805.0
2023-12-22 16:00:00-05:00,193.62,193.76,193.5,193.6,0.0
2023-12-22 17:00:00-05:00,193.59,193.61,181.65688,193.596,0.0
